,sbd,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
2154,2049319,,,,,,,,,,,,
2155,2049320,9.2,7,7.25,7.25,7,,,,,,9.2,
2156,2049321,,,,,,,,,,,,
2157,2049322,8,7.75,6,6,6.5,,,,,,8.6,
2158,2049323,,,,,,,,,,,,
2159,2049324,7.2,6.5,5.75,5.75,6.25,,,,,,7,
2160,2049325,,,,,,,,,,,,
2161,2049326,,,,,,,,,,,,
2162,2049327,8.2,6.75,8,8.25,3.75,,,,,,4.4,
2163,2049328,7.8,7.5,7.25,6.25,4,,,,,,8.6,
2164,2049329,8.4,8,6.25,7.5,6.25,,,,,,8,
2165,2049330,8.4,7,8.25,7.5,3.25,,,,,,7.6,
2166,2049331,8.4,7.75,8.75,8,5.5,,,,,,7.2,
2167,2049332,8.6,8,9,7.5,6,,,,,,8.8,
2168,2049333,,,,,,,,,,,,
2169,2049334,,,,,,,,,,,,
2170,2049335,7,6.75,7,7.5,6,,,,,,8.2,
2171,2049336,8,7.25,7.25,7,4.75,,,,,,9,
2172,2049337,9,7,5,9,4.75,,,,,,8.6,
2173,2049338,7.8,6.5,8,7.75,6.25,,,,,,8.4,
2174,2049339,8.6,6.5,8,7.25,7,,,,,,8.8,
2175,2049340,,,,,,,,,,,,
2176,2049341,8,6.5,5.75,7.75,7,,,,,,8.8,
2177,2049342,,,,,,,,,,,,
2178,2049343,8.6,5.75,8,6.75,6.5,,,,,,8.6,
2179,2049344,8.4,6,6,8.75,7.5,,,,,,8.8,
2180,2049345,,,,,,,,,,,,
2181,2049346,8.2,7.75,6,6.5,6,,,,,,9,
2182,2049347,,,,,,,,,,,,
2183,2049348,8.6,6.75,5.75,8.5,7.5,,,,,,8.6,
2184,2049349,8.6,6.75,7.25,6.5,4.75,,,,,,8.8,
2185,2049350,8.2,4,8,7.75,5.25,,,,,,9.4,
2186,2049351,,,,,,,,,,,,
2187,2049352,7.8,5.75,6.25,6.75,2.75,,,,,,5.8,
2188,2049353,8.2,6,7,8,6.5,,,,,,8.4,
2189,2049354,7.8,5.25,5.75,6.75,4.75,,,,,,,
2190,2049355,,,,,,,,,,,,
2191,2049356,8,6.17,9,7.25,5.75,,,,,,8.6,
2192,2049357,,,,,,,,,,,,
2193,2049358,,,,,,,,,,,,
2194,2049359,8.2,6.25,5.75,6.5,3.75,,,,,,6.4,
2195,2049360,8.8,6.5,9.25,7.25,6.75,,,,,,8.4,
2196,2049361,8.2,6.25,6.5,4.5,6.25,,,,,,7.6,
2197,2049362,9.2,6.5,6.75,8.75,7.5,,,,,,,
2198,2049363,8.8,8.25,8,5.5,6.5,,,,,,9,
2199,2049364,7.8,7.25,5.75,7.75,7,,,,,,,
2200,2049365,,,,,,,,,,,,
2201,2049366,8.4,6.5,7.75,8.5,5.5,,,,,,6.6,
2202,2049367,,,,,,,,,,,,
2203,2049368,,,,,,,,,,,,
2204,2049369,,,,,,,,,,,,
2205,2049370,8.4,6,7,8.25,5,,,,,,9.2,
2206,2049371,8.2,5,9.25,8.25,4.5,,,,,,7.6,
2207,2049372,8.8,5.75,8,8.25,6.75,,,,,,9.6,
2208,2049373,5.8,4.75,4.5,3.75,3.75,,,,,,,
2209,2049374,,,,,,,,,,,,
2210,2049375,,,,,,,,,,,,
2211,2049376,7.6,6.42,7.25,8.5,4.5,,,,,,7,
2212,2049377,9,6.75,8,6.25,7.75,,,,,,9,
2213,2049378,8,6,6.25,7.5,5,,,,,,9.2,
2214,2049379,8.8,6.5,8,8.25,3.75,,,,,,7.6,
2215,2049380,6.6,7,7,6.5,4.25,,,,,,7.6,
2216,2049381,7.2,6.25,6.75,3.75,4.5,,,,,,9,
2217,2049382,9.6,7,5.75,7.75,8.5,,,,,,,
2218,2049383,,,,,,,,,,,,
2219,2049384,9.2,7.75,7.25,6.25,5,,,,,,9,
2220,2049385,,,,,,,,,,,,
2221,2049386,7.4,8,5,6,4.25,,,,,,9.2,
2222,2049387,8.4,7.25,6,8,6.5,,,,,,8.6,
2223,2049388,7.6,8,5.25,4.5,3.5,,,,,,8.6,
2224,2049389,8.2,7.25,9,7,6.25,,,,,,9.6,
2225,2048972,8.4,6.75,5.25,8,8,,,,,,7.2,
2226,2048973,7.8,7.25,7.25,8,8.25,,,,,,7.2,
2227,2048974,7.6,7.5,8,7.75,5.5,,,,,,8.8,
2228,2048975,9,7.25,7.25,7.75,6.5,,,,,,9,
2229,2048976,8.2,7.75,8.25,8.75,6.25,,,,,,8.4,
2230,2048977,7.2,7.25,6.25,7,5,,,,,,8.6,
2231,2048978,7.2,,,7.25,8,,,,,,,
2232,2048979,6,7.25,6,6,4,,,,,,,
2233,2048980,6.8,6.25,6,5,3.75,,,,,,6.8,
2234,2048981,,,,,,,,,,,,
2235,2048982,8.6,7.5,7,7.5,6.75,,,,,,8.6,
2236,2048983,7.6,7,7.25,6.5,4.75,,,,,,6.4,
2237,2048984,8.4,5.5,7,6.75,5,,,,,,7.2,
2238,2048985,9,7,5.75,7.5,5.5,,,,,,8.2,
2239,2048986,8.6,,,8.25,7.75,,,,,,,
2240,2048987,8,,,7.5,7.25,,,,,,,
2241,2048988,,,,,,,,,,,,
2242,2048989,9,7,8.25,8.5,8.75,,,,,,,
2243,2048990,7.6,7,5,7,3.75,,,,,,9.6,
2244,2048991,7.8,6.75,6.25,8.25,6.75,,,,,,8.6,
2245,2048992,,,,,,,,,,,,
2246,2048993,,,,,,,,,,,,
2247,2048994,5.8,5.5,5.5,4,4,,,,,,,
2248,2048995,8.4,5.75,7.75,8.25,5,,,,,,6.8,
2249,2048996,7.8,5.75,6,6,4.75,,,,,,7.4,
2250,2048997,,,,,,,,,,,,
2251,2048998,8.8,6.25,8,9.25,6.25,,,,,,9.4,
2252,2048999,7.8,6.5,5.75,8.25,4,,,,,,8.8,
2253,2049000,,,,,,,,,,,,
2254,2049001,8,6.75,7,8.75,7.75,,,,,,8.6,
2255,2049002,,,,,,,,,,,,
2256,2049003,8.6,4.5,8.75,6,5.75,,,,,,8.8,
2257,2049004,7.2,6.5,7.5,8.5,5.5,,,,,,7.4,
2258,2049005,7.6,6.5,8,6.25,6.25,,,,,,9.2,
2259,2049006,8.4,6.5,5.25,8.5,4,,,,,,9.8,
2260,2049007,7.8,8,6.5,6,4.25,,,,,,8.4,
2261,2049008,,,,,,,,,,,,
2262,2049009,7.6,7,4.5,8.5,6.25,,,,,,7.2,
2263,2049010,7,6,5.5,5,3,,,,,,7.8,
2264,2049011,8.2,5,7.75,7,3.5,,,,,,7.4,
2265,2049012,8.2,6.25,5.75,8,7.25,,,,,,6.6,
2266,2049013,9.2,7,7.25,8,5.25,,,,,,8.4,
2267,2049014,,,,,,,,,,,,
2268,2049015,7.4,6.5,4.75,8.25,6.5,,,,,,8.4,
2269,2049016,,,,,,,,,,,,
2270,2049017,,,,,,,,,,,,
2271,2049018,7.6,7.25,7.25,5.5,5.5,,,,,,8.6,
2272,2049019,,,,,,,,,,,,
2273,2049020,7.8,5,5.5,6.5,5.25,,,,,,8.6,
2274,2049021,7.6,6.75,4.75,8.25,7.5,,,,,,7.4,
2275,2049022,,,,,,,,,,,,
2276,2049023,6.8,7.25,4.5,4.25,3,,,,,,7.6,
2277,2049024,,,,,,,,,,,,
2278,2049025,7.4,4.5,7.25,4.5,3.75,,,,,,8.4,
2279,2049026,7.8,6.25,4.25,7,5.5,,,,,,8.6,
2280,2049027,8.4,7.25,5.5,7.5,6.5,,,,,,8.4,
2281,2049028,6.8,7.25,6.5,8.25,6.25,,,,,,6.4,
2282,2049029,6.2,6.75,3.75,6.25,4,,,,,,,
2283,2049030,,,,,,,,,,,,
2284,2049031,,,,,,,,,,,,
2285,2049032,8.6,5.5,3.25,8,7.5,,,,,,8,
2286,2049033,8,7,8,7.75,5.75,,,,,,9,
2287,2049034,,,,,,,,,,,,
2288,2049035,,,,,,,,,,,,
2289,2049036,8.2,6,6.75,6,2.5,,,,,,8.6,
2290,2049037,6.8,6,6,4.5,3.25,,,,,,7,
2291,2049038,,,,,,,,,,,,
2292,2049039,,,,,,,,,,,,
2293,2049040,7.4,6.5,6.5,7.25,5.75,,,,,,7,
2294,2049041,,,,,,,,,,,,
2295,2049042,8.2,6,5.5,6.75,4.25,,,,,,8,
2296,2049043,,,,,,,,,,,,
2297,2049044,8,5.75,5.25,7,4.75,,,,,,8.4,
2298,2049045,8.8,7,8.5,8.25,8.5,,,,,,7.8,
2299,2049046,,,,,,,,,,,,
2300,2049047,,,,,,,,,,,,
2301,2049048,8.6,6.75,8.25,8.5,6.75,,,,,,9.8,
2302,2049049,,,,,,,,,,,,
2303,2049050,9.4,6,9,6.25,5.25,,,,,,8.2,
2304,2049051,8,5,8.5,7.75,8.5,,,,,,8.2,
2305,2049052,,,,,,,,,,,,
2306,2049053,,,,,,,,,,,,
2307,2049054,7.6,6.5,5.75,7,4,,,,,,6.8,
2308,2049055,7.6,7,6.5,6.25,5,,,,,,7.8,
2309,2049056,8.4,7.75,7,7.25,6.75,,,,,,8.2,
2310,2049057,7.6,6.75,6.25,7.75,6.25,,,,,,7,
2311,2049058,8.6,7.5,9,6.5,5,,,,,,9.2,
2312,2049059,,,,,,,,,,,,
2313,2049060,8.6,6,7.75,8.25,5.25,,,,,,6.4,
2314,2049061,7.6,6.5,7.25,7.75,7.5,,,,,,9.4,
2315,2049062,8.6,8.25,8,8.75,7.75,,,,,,9.2,
2316,2049063,8.4,6.5,6,8,9.25,,,,,,6.8,
2317,2049064,7,7.25,5.75,7.75,7.5,,,,,,8.6,
2318,2049065,,,,,,,,,,,,
2319,2049066,,,,,,,,,,,,
2320,2049067,7.6,7.25,7.5,7.25,4.75,,,,,,8.2,
2321,2049068,8.4,7,7.5,7.5,6.75,,,,,,8.6,
2322,2049069,,,,,,,,,,,,
2323,2049070,,,,,,,,,,,,
2324,2049071,7.6,6.5,6.75,7.75,5.75,,,,,,8.4,
2325,2049072,8,5.5,6.5,8,7.5,,,,,,8.8,
2326,2049073,8.2,6.25,6.75,8,5,,,,,,8.4,
2327,2049074,8.6,6.75,8,5.5,5.75,,,,,,9.4,
2328,2049075,,,,,,,,,,,,
2329,2049076,8.2,,6.75,8,8.25,,,,,,,
2330,2049077,,,,,,,,,,,,
2331,2049078,8.4,7.25,6.25,8,5,,,,,,8,
2332,2049079,8.6,8,6.75,8.25,4.75,,,,,,7.4,
2333,2049080,7.2,6.75,3.5,8,8.5,,,,,,7.6,
2334,2049081,,,,,,,,,,,,
2335,2049082,,,,,,,,,,,,
2336,2049083,,,,,,,,,,,,
2337,2049084,,,,,,,,,,,,
2338,2049085,,,,,,,,,,,,
2339,2049086,,,,,,,,,,,,
2340,2049087,,,,,,,,,,,,
2341,2049088,,,,,,,,,,,,
2342,2049089,,,,,,,,,,,,
2343,2049090,,,,,,,,,,,,
2344,2049091,,,,,,,,,,,,
2345,2049092,,,,,,,,,,,,
2346,2049093,,,,,,,,,,,,
2347,2049094,6.8,6.75,6.25,5.5,5.5,,,,,,,
2348,2049095,7,4.25,5.75,5.75,5,,,,,,,
2349,2049096,,,,,,,,,,,,
2350,2049097,,,,,,,,,,,,
2351,2049098,,,,,,,,,,,,
2352,2049099,,,,,,,,,,,,
2353,2049100,,,,,,,,,,,,
2354,2049101,,,,,,,,,,,,
2355,2049102,,,,,,,,,,,,
2356,2049103,,,,,,,,,,,,
2357,2049104,,,,,,,,,,,,
2358,2049105,,,,,,,,,,,,
2359,2049106,,,,,,,,,,,,
2360,2049107,,,,,,,,,,,,
2361,2049108,,,,,,,,,,,,
2362,2049109,,,,,,,,,,,,
2363,2049110,,,,,,,,,,,,
2364,2049111,,,,,,,,,,,,
2365,2049112,,,,,,,,,,,,
2366,2049113,,,,,,,,,,,,
2367,2049114,,,,,,,,,,,,
2368,2049115,,,,,,,,,,,,
2369,2049116,7.8,6.75,7.25,7.5,6.25,,,,,,,
2370,2049117,8,,,8,8,,,,,,,
2371,2049118,7.8,,,8,7.75,,,,,,,
2372,2049119,,,,,,,,,,,,
2373,2049120,,,,,,,,,,,,
2374,2049121,,,,,,,,,,,,
2375,2049122,,,,,,,,,,,,
2376,2049123,,,,,,,,,,,,
2377,2049124,,,,,,,,,,,,
2378,2049125,,,,,,,,,,,,
2379,2049126,8.2,,,9.25,9.5,,,,,,8,
2380,2049127,,,,,,,,,,,,
2381,2049128,6.8,,,4,3.5,,,,,,,
2382,2049129,,,,,,,,,,,,
2383,2049130,,,,,,,,,,,,
2384,2049131,8.4,,3.75,8.75,8.5,,,,,,,
2385,2049132,,,,,,,,,,,,
2386,2049133,,,,,,,,,,,,
2387,2049134,,,,,,,,,,,,
2388,2049135,,,,,,,,,,,,
2389,2049136,,,,,,,,,,,,
2390,2049137,,,,,,,,,,,,
2391,2049138,,,,,,,,,,,,
2392,2049139,7.6,5.25,6,4.75,4,,,,,,,
2393,2049140,,,,,,,,,,,,
2394,2049141,,,,,,,,,,,,
2395,2049142,,,,,,,,,,,,
2396,2049143,5.2,6.75,5.25,3.5,5,,,,,,,
2397,2049144,,,,,,,,,,,,
2398,2049145,,,,,,,,,,,,
2399,2049146,,,,,,,,,,,,
2400,2049147,,,,,,,,,,,,
2401,2049148,,,,,,,,,,,,
2402,2049149,,,,,,,,,,,,
2403,2049150,,,,,,,,,,,,
2404,2049151,,,,,,,,,,,,
2405,2049152,,,,,,,,,,,,
2406,2049153,,,,,,,,,,,,
2407,2049154,,,,,,,,,,,,
2408,2049155,7.8,,,7.75,7,,,,,,,
2409,2049156,,,,,,,,,,,,
2410,2049157,,,,,,,,,,,,
2411,2049158,,,,,,,,,,,,
2412,2049159,8.4,,,8.25,7.75,,,,,,,
2413,2049160,9.2,,,9,8,,,,,,,
2414,2049161,,,,,,,,,,,,
2415,2049162,,,,,,,,,,,,
2416,2049163,,,,,,,,,,,,
2417,2049164,,,,,,,,,,,,
2418,2049165,,,,,,,,,,,,
2419,2049166,,,,,,,,,,,,
2420,2049167,,,,,,,,,,,,
2421,2049168,8.4,,,9,7.75,,,,,,,
2422,2049169,,,,,,,,,,,,
2423,2049170,,,,,,,,,,,,
2424,2049171,,,,,,,,,,,,
2425,2049172,,,,,,,,,,,,
2426,2049173,,,,,,,,,,,,
2427,2049174,,,,,,,,,,,,
2428,2049175,,,,,,,,,,,,
2429,2049176,,,,,,,,,,,,
2430,2049177,8.2,,8.5,4.75,4.75,,,,,,9.4,
2431,2049178,,,,,,,,,,,,
2432,2049179,,,,,,,,,,,,
2433,2049180,,,,,,,,,,,,
2434,2049181,8.4,,7,3.25,3.75,,,,,,9,
2435,2049182,7,,6,7.25,6.5,,,,,,4.8,
2436,2049183,,,,,,,,,,,,
2437,2049184,9.2,,,8.75,8.75,,,,,,,
2438,2049185,7.8,,,7.75,7,,,,,,,
2439,2049186,8.2,,,8.25,8.75,,,,,,,
2440,2049187,,,,,,,,,,,,
2441,2049188,,,,,,,,,,,,
2442,2049189,7.6,6.75,5.25,4,5.5,,,,,,6.6,
2443,2049190,8,6.5,6.75,8.75,8.25,,,,,,7.4,
2444,2049191,8,7,7,4,5.25,,,,,,7.2,
2445,2049192,7.2,7.5,5,7.5,5.75,,,,,,,
2446,2049193,,,,,,,,,,,,
2447,2049194,,,,,,,,,,,,
2448,2049195,,,,,,,,,,,,
2449,2049196,,,,,,,,,,,,
2450,2049197,,,,,,,,,,,,
2451,2049198,,,,,,,,,,,,
2452,2049199,,,,,,,,,,,,
2453,2049200,,,,,,,,,,,,
2454,2049201,,,,,,,,,,,,
2455,2049202,,,,,,,,,,,,
2456,2049203,,,,,,,,,,,,
2457,2049204,,,,,,,,,,,,
2458,2049205,,,,,,,,,,,,
2459,2049206,,,,,,,,,,,,
2460,2049207,,,,,,,,,,,,
2461,2049208,,,,,,,,,,,,
2462,2049209,,,,,,,,,,,,
2463,2049210,,,,,,,,,,,,
2464,2049211,,,,,,,,,,,,
2465,2049212,,,,,,,,,,,,
2466,2049213,,,,,,,,,,,,
2467,2049214,,,,,,,,,,,,
2468,2049215,7.8,8,7.25,5,5,,,,,,8.4,
2469,2049216,,,,,,,,,,,,
2470,2049217,8.4,8,7,7.75,7,,,,,,9,
2471,2049218,8.8,8,8.25,6.5,5.75,,,,,,8.4,
2472,2049219,8.2,6.25,9,8.5,6.25,,,,,,8.8,
2473,2049220,,,,,,,,,,,,
2474,2049221,,,,,,,,,,,,
2475,2049222,8.2,6,5,5,4,,,,,,8.6,
2476,2049223,7,7.5,6,4.5,4,,,,,,6.2,
2477,2049224,8.4,7.75,8,8,6.5,,,,,,8.4,
2478,2049225,,,,,,,,,,,,
2479,2049226,8.4,6.5,8,8.75,7.5,,,,,,9,
2480,2049227,9,7.5,5.75,8.75,7.75,,,,,,8.4,
2481,2049228,8,6.75,7.25,6.5,5.25,,,,,,8.8,
2482,2049229,,,,,,,,,,,,
2483,2049230,8.4,7,6,8.25,4.75,,,,,,8.2,
2484,2049231,8,4.5,5.75,7.75,5.25,,,,,,8.6,
2485,2049232,8.4,5,7.5,6,5.5,,,,,,8.8,
2486,2049233,7.6,6,6.75,8.25,5.75,,,,,,9.4,
2487,2049234,8.2,5.25,7.75,7,5.75,,,,,,7.8,
2488,2049235,7.8,7.5,5.75,6.75,3.75,,,,,,7,
2489,2049236,,,,,,,,,,,,
2490,2049237,9,7,6.75,6.5,7.25,,,,,,9,
2491,2049238,,,,,,,,,,,,
2492,2049239,7,6.25,5.75,7.25,4.5,,,,,,8.4,
2493,2049240,,,,,,,,,,,,
2494,2049241,8.2,6,6.25,9,8,,,,,,6.4,
2495,2049242,6.8,7,4.5,7.25,6.75,,,,,,7.2,
2496,2049243,7.6,8,7.25,7.5,6,,,,,,8.4,
2497,2049244,8.6,5.25,7,7,4.5,,,,,,9.2,
2498,2049245,8,6.5,7.5,8.5,4.75,,,,,,8.4,
2499,2049246,7.8,6.5,7.75,7.5,6,,,,,,9.4,
2500,2049247,6.8,5.5,5.5,4.5,2.75,,,,,,7.2,
2501,2049248,,,,,,,,,,,,
2502,2049249,9,7,6.75,9.25,9.25,,,,,,8.8,
2503,2049250,8.2,6.5,9,7.25,3.5,,,,,,5.8,
2504,2049251,8.8,8,9,8.25,7.25,,,,,,7.4,
2505,2049252,7,6.5,7.25,7.75,5,,,,,,9,
2506,2049253,,,,,,,,,,,,
2507,2049254,8.2,7,4.5,6.25,5.25,,,,,,9,
2508,2049255,8.8,6.5,7.75,8.25,4.75,,,,,,7,
2509,2049256,,,,,,,,,,,,
2510,2049257,8,6,5.25,7,4.25,,,,,,9.2,
2511,2049258,8.4,7.25,7.75,7.75,6.75,,,,,,7.6,
2512,2049259,,,,,,,,,,,,
2513,2049260,8,8,7.25,8.25,8.5,,,,,,8.4,
2514,2049261,8.4,6.25,7.25,8.25,5.75,,,,,,6,
2515,2049262,,,,,,,,,,,,
2516,2049263,9,5.5,7.75,8,5.75,,,,,,6.8,
2517,2049264,,,,,,,,,,,,
2518,2049265,8.8,7.25,8.25,8.5,7.5,,,,,,9,
2519,2049266,8.4,6.5,7.75,6.75,6.25,,,,,,8.6,
2520,2049267,9.4,5.5,8.25,9.25,5.5,,,,,,7.8,
2521,2049268,7.8,5.75,6.5,6,4,,,,,,8.4,
2522,2049269,7.8,7,7.25,9,7.5,,,,,,8,
2523,2049270,6.6,6,6.5,5.5,5,,,,,,9,
2524,2049271,7.2,6.25,6.75,6.25,4.75,,,,,,7.6,
2525,2049272,,,,,,,,,,,,
2526,2049273,8.4,6.25,6,8,7.25,,,,,,8.2,
2527,2049274,8.8,6.75,7.75,8,8.25,,,,,,8.4,
2528,2049275,8.6,6,8.5,9.25,6.5,,,,,,8.8,
2529,2049276,,,,,,,,,,,,
2530,2049277,7,6,7,6,5.25,,,,,,7.8,
2531,2049278,8.6,7.25,8.25,9,7,,,,,,9.4,
2532,2049279,5.8,6,6.5,6.75,4.25,,,,,,6.6,
2533,2049280,8,5,9.5,7.75,4.75,,,,,,7.6,
2534,2049281,9.2,7,7.25,8.5,7,,,,,,8.6,
2535,2049282,8.6,7,7,7.75,7,,,,,,8.6,
2536,2049283,7.6,7,6,5.75,5,,,,,,9.6,
2537,2049284,8,7.5,7,7.75,8.75,,,,,,8.6,
2538,2049285,7.6,6.25,8.5,6.25,4,,,,,,7.6,
2539,2049286,7.6,8,6,7.75,5.5,,,,,,8,
2540,2049287,,,,,,,,,,,,
2541,2049288,8,6.5,6.75,7.5,6.5,,,,,,9.4,
2542,2049289,,,,,,,,,,,,
2543,2049290,8.2,7,7.5,8.25,6.5,,,,,,7.6,
2544,2049291,,,,,,,,,,,,
2545,2049292,8.8,6.5,8.25,9.5,8.5,,,,,,7.2,
2546,2049293,,,,,,,,,,,,
2547,2049294,8,7,6.5,8,3.5,,,,,,5.4,
2548,2049295,8.8,7,7.25,7.25,6.5,,,,,,9,
2549,2049296,8.8,6.25,5,8.5,7,,,,,,,
2550,2049297,,,,,,,,,,,,
2551,2049298,7.8,6,7.5,5.5,4,,,,,,9,
2552,2049299,,,,,,,,,,,,
2553,2049300,,,,,,,,,,,,
2554,2049301,7.8,5,8.75,7.25,5.75,,,,,,9.6,
2555,2049302,,,,,,,,,,,,
2556,2049303,7.4,6.25,7.5,8,8.5,,,,,,9.8,
2557,2049304,7.8,6.5,7,8.75,8.25,,,,,,7.6,
2558,2049305,8,5.5,6.75,7.5,5.25,,,,,,9,
2559,2049306,8.6,6.5,7.75,9.25,4.5,,,,,,7.2,
2560,2049307,8.6,6.25,8.25,7.75,5.5,,,,,,8.4,
2561,2049308,,,,,,,,,,,,
2562,2049309,8.2,3.75,8.25,9,6.75,,,,,,8.8,
2563,2049310,,,,,,,,,,,,
2564,2049311,8.2,5.5,8,8.25,7,,,,,,8.4,
2565,2049312,8.6,6.75,8.75,5.25,4.75,,,,,,9,
2566,2049313,8.2,6,5.75,9.75,8.75,,,,,,6.6,
2567,2049314,7.4,6.5,6.25,7,4.75,,,,,,6.8,
2568,2049315,8.8,7.75,6.75,6.5,6.75,,,,,,9,
2569,2049316,7.6,8,6,6.75,3,,,,,,8.8,
2570,2049317,8.8,6,8.5,7.75,5.5,,,,,,8.4,
2571,2049318,7.4,8,6.25,8,5.5,,,,,,8.6,
2572,2049319,,,,,,,,,,,,
2573,2049320,9.2,7,7.25,7.25,7,,,,,,9.2,
2574,2049321,,,,,,,,,,,,
2575,2049322,8,7.75,6,6,6.5,,,,,,8.6,
2576,2049323,,,,,,,,,,,,
2577,2049324,7.2,6.5,5.75,5.75,6.25,,,,,,7,
2578,2049325,,,,,,,,,,,,
2579,2049326,,,,,,,,,,,,
2580,2049327,8.2,6.75,8,8.25,3.75,,,,,,4.4,
2581,2049328,7.8,7.5,7.25,6.25,4,,,,,,8.6,
2582,2049329,8.4,8,6.25,7.5,6.25,,,,,,8,
2583,2049330,8.4,7,8.25,7.5,3.25,,,,,,7.6,
2584,2049331,8.4,7.75,8.75,8,5.5,,,,,,7.2,
2585,2049332,8.6,8,9,7.5,6,,,,,,8.8,
2586,2049333,,,,,,,,,,,,
2587,2049334,,,,,,,,,,,,
2588,2049335,7,6.75,7,7.5,6,,,,,,8.2,
2589,2049336,8,7.25,7.25,7,4.75,,,,,,9,
2590,2049337,9,7,5,9,4.75,,,,,,8.6,
2591,2049338,7.8,6.5,8,7.75,6.25,,,,,,8.4,
2592,2049339,8.6,6.5,8,7.25,7,,,,,,8.8,
2593,2049340,,,,,,,,,,,,
2594,2049341,8,6.5,5.75,7.75,7,,,,,,8.8,
2595,2049342,,,,,,,,,,,,
2596,2049343,8.6,5.75,8,6.75,6.5,,,,,,8.6,
2597,2049344,8.4,6,6,8.75,7.5,,,,,,8.8,
2598,2049345,,,,,,,,,,,,
2599,2049346,8.2,7.75,6,6.5,6,,,,,,9,
2600,2049347,,,,,,,,,,,,
2601,2049348,8.6,6.75,5.75,8.5,7.5,,,,,,8.6,
2602,2049349,8.6,6.75,7.25,6.5,4.75,,,,,,8.8,
2603,2049350,8.2,4,8,7.75,5.25,,,,,,9.4,
2604,2049351,,,,,,,,,,,,
2605,2049352,7.8,5.75,6.25,6.75,2.75,,,,,,5.8,
2606,2049353,8.2,6,7,8,6.5,,,,,,8.4,
2607,2049354,7.8,5.25,5.75,6.75,4.75,,,,,,,
2608,2049355,,,,,,,,,,,,
2609,2049356,8,6.17,9,7.25,5.75,,,,,,8.6,
2610,2049357,,,,,,,,,,,,
2611,2049358,,,,,,,,,,,,
2612,2049359,8.2,6.25,5.75,6.5,3.75,,,,,,6.4,
2613,2049360,8.8,6.5,9.25,7.25,6.75,,,,,,8.4,
2614,2049361,8.2,6.25,6.5,4.5,6.25,,,,,,7.6,
2615,2049362,9.2,6.5,6.75,8.75,7.5,,,,,,,
2616,2049363,8.8,8.25,8,5.5,6.5,,,,,,9,
2617,2049364,7.8,7.25,5.75,7.75,7,,,,,,,
2618,2049365,,,,,,,,,,,,
2619,2049366,8.4,6.5,7.75,8.5,5.5,,,,,,6.6,
2620,2049367,,,,,,,,,,,,
2621,2049368,,,,,,,,,,,,
2622,2049369,,,,,,,,,,,,
2623,2049370,8.4,6,7,8.25,5,,,,,,9.2,
2624,2049371,8.2,5,9.25,8.25,4.5,,,,,,7.6,
2625,2049372,8.8,5.75,8,8.25,6.75,,,,,,9.6,
2626,2049373,5.8,4.75,4.5,3.75,3.75,,,,,,,
2627,2049374,,,,,,,,,,,,
2628,2049375,,,,,,,,,,,,
2629,2049376,7.6,6.42,7.25,8.5,4.5,,,,,,7,
2630,2049377,9,6.75,8,6.25,7.75,,,,,,9,
2631,2049378,8,6,6.25,7.5,5,,,,,,9.2,
2632,2049379,8.8,6.5,8,8.25,3.75,,,,,,7.6,
2633,2049380,6.6,7,7,6.5,4.25,,,,,,7.6,
2634,2049381,7.2,6.25,6.75,3.75,4.5,,,,,,9,
2635,2049382,9.6,7,5.75,7.75,8.5,,,,,,,
2636,2049383,,,,,,,,,,,,
2637,2049384,9.2,7.75,7.25,6.25,5,,,,,,9,
2638,2049385,,,,,,,,,,,,
2639,2049386,7.4,8,5,6,4.25,,,,,,9.2,
2640,2049387,8.4,7.25,6,8,6.5,,,,,,8.6,
2641,2049388,7.6,8,5.25,4.5,3.5,,,,,,8.6,
2642,2049389,8.2,7.25,9,7,6.25,,,,,,9.6,
